"","source","type","lang","value","id"
"342","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0030"
"343","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1182"
"344","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0122"
"345","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0247"
"346","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1208"
"347","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0971"
"348","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1068"
"349","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1217"
"350","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1419"
"351","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1308"
"352","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0238"
"353","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0301"
"354","nvd@nist.gov","Primary","en","CWE-200","CVE-1999-0524"
"355","nvd@nist.gov","Primary","en","NVD-CWE-noinfo","CVE-1999-0524"
"356","nvd@nist.gov","Primary","en","CWE-200","CVE-1999-0524"
"357","nvd@nist.gov","Primary","en","NVD-CWE-noinfo","CVE-1999-0524"
"358","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0566"
"359","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1262"
"360","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1446"
"361","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0152"
"362","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0024"
"363","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1250"
"364","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1399"
"365","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1220"
"366","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1225"
"367","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0071"
"368","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0115"
"369","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0148"
"370","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0177"
"371","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0183"
"372","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0191"
"373","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0237"
"374","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1133"
"375","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1139"
"376","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1275"
"377","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0079"
"378","nvd@nist.gov","Primary","en","CWE-255","CVE-1999-1214"
"379","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0667"
"380","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0956"
"381","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0965"
"382","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1125"
"383","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0267"
"384","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0955"
"385","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0182"
"386","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0090"
"387","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0160"
"388","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0185"
"389","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0272"
"390","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0294"
"391","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0295"
"392","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0300"
"393","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0326"
"394","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1213"
"395","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0061"
"396","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1061"
"397","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1062"
"398","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1095"
"399","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1224"
"400","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0346"
"401","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0192"
"402","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0068"
"403","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0072"
"404","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1131"
"405","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1261"
"406","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0089"
"407","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0091"
"408","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0092"
"409","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0093"
"410","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0094"
"411","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0097"
"412","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0322"
"413","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0216"
"414","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0327"
"415","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0328"
"416","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0967"
"417","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0306"
"418","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0021"
"419","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1069"
"420","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1424"
"421","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1425"
"422","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1426"
"423","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1427"
"424","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1428"
"425","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1210"
"426","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1209"
"427","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0210"
"428","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1257"
"429","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0016"
"430","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0193"
"431","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0244"
"432","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0340"
"433","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0018"
"434","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0017"
"435","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1140"
"436","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0230"
"437","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0004"
"438","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0004"
"439","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0015"
"440","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0104"
"441","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1581"
"442","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1230"
"443","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1274"
"444","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0107"
"445","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0114"
"446","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0239"
"447","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0273"
"448","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0279"
"449","nvd@nist.gov","Primary","en","CWE-120","CVE-1999-0284"
"450","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0293"
"451","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0331"
"452","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0341"
"453","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1439"
"454","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0513"
"455","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1429"
"456","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0086"
"457","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1176"
"458","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0958"
"459","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0271"
"460","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1045"
"461","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0014"
"462","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1487"
"463","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0013"
"464","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0125"
"465","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0264"
"466","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0087"
"467","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0256"
"468","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0296"
"469","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0304"
"470","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0305"
"471","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0486"
"472","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1445"
"473","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0012"
"474","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1269"
"475","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0258"
"476","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0225"
"477","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1207"
"478","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0323"
"479","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1273"
"480","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0290"
"481","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1229"
"482","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1486"
"483","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0266"
"484","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0320"
"485","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0330"
"486","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0502"
"487","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0514"
"488","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0795"
"489","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1272"
"490","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1407"
"491","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1118"
"492","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0060"
"493","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1075"
"494","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0960"
"495","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0003"
"496","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0098"
"497","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0257"
"498","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0507"
"499","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0537"
"500","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0551"
"501","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1183"
"502","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0270"
"503","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1498"
"504","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1505"
"505","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0009"
"506","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0010"
"507","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0011"
"508","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0190"
"509","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1015"
"510","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1040"
"511","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1114"
"512","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1501"
"513","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1502"
"514","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1503"
"515","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1504"
"516","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1499"
"517","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1113"
"518","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1390"
"519","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0069"
"520","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0212"
"521","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1106"
"522","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0108"
"523","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0796"
"524","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0126"
"525","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1027"
"526","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1044"
"527","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1361"
"528","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0816"
"529","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0919"
"530","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1204"
"531","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1389"
"532","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0055"
"533","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1179"
"534","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1096"
"535","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0303"
"536","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1039"
"537","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1492"
"538","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1490"
"539","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0278"
"540","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0329"
"541","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0501"
"542","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0508"
"543","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1443"
"544","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1151"
"545","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1152"
"546","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0008"
"547","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0054"
"548","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1178"
"549","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1271"
"550","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1480"
"551","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1555"
"552","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1085"
"553","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0783"
"554","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1442"
"555","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1479"
"556","nvd@nist.gov","Primary","en","CWE-327","CVE-1999-0007"
"557","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1036"
"558","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1037"
"559","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1038"
"560","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0797"
"561","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1556"
"562","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1150"
"563","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1441"
"564","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0313"
"565","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0314"
"566","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0494"
"567","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1202"
"568","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1409"
"569","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1574"
"570","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1437"
"571","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1436"
"572","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0102"
"573","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1435"
"574","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1270"
"575","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1434"
"576","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0006"
"577","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0213"
"578","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1297"
"579","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1433"
"580","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1582"
"581","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0263"
"582","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1149"
"583","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1432"
"584","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1558"
"585","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0005"
"586","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1200"
"587","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1420"
"588","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1421"
"589","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1070"
"590","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0941"
"591","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1447"
"592","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1406"
"593","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1448"
"594","nvd@nist.gov","Primary","en","CWE-200","CVE-1999-1136"
"595","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0269"
"596","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0288"
"597","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0333"
"598","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0339"
"599","nvd@nist.gov","Primary","en","CWE-264","CVE-1999-0344"
"600","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0516"
"601","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0062"
"602","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0262"
"603","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1199"
"604","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0159"
"605","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1283"
"606","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0157"
"607","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1416"
"608","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1417"
"609","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1041"
"610","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0065"
"611","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0158"
"612","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0162"
"613","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0302"
"614","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0310"
"615","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0792"
"616","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1292"
"617","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0779"
"618","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0930"
"619","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0871"
"620","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1048"
"621","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0056"
"622","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0897"
"623","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1020"
"624","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1265"
"625","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1054"
"626","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1228"
"627","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0969"
"628","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1181"
"629","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0186"
"630","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0505"
"631","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0506"
"632","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0546"
"633","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0870"
"634","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0343"
"635","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1403"
"636","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1404"
"637","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1291"
"638","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1185"
"639","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1381"
"640","nvd@nist.gov","Primary","en","CWE-119","CVE-1999-0002"
"641","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0053"
"642","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0088"
"643","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0215"
"644","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0118"
"645","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0254"
"646","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1459"
"647","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0052"
"648","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1284"
"649","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1321"
"650","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1153"
"651","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1154"
"652","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1155"
"653","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1289"
"654","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1025"
"655","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1322"
"656","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0057"
"657","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0780"
"658","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0781"
"659","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0782"
"660","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1107"
"661","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1288"
"662","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1411"
"663","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1071"
"664","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1072"
"665","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1073"
"666","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0321"
"667","nvd@nist.gov","Primary","en","CWE-119","CVE-1999-0332"
"668","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0342"
"669","nvd@nist.gov","Primary","en","CWE-120","CVE-1999-0385"
"670","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0463"
"671","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0478"
"672","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0869"
"673","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0836"
"674","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0936"
"675","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0937"
"676","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1280"
"677","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0798"
"678","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1147"
"679","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1276"
"680","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1282"
"681","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0139"
"682","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-0188"
"683","nvd@nist.gov","Primary","en","NVD-CWE-Other","CVE-1999-1173"
